timepoint,plant.group,plant.id,EG_METRIC_1,EG_METRIC_2,EG_METRIC_3,EG_METRIC_4,EG_METRIC_5,EG_METRIC_6
2021-09-02T09-44-00,G1,1,3.56358740775122,0.0761035715714807,1.14203195478521,0.0214597460100693,3.6396909793227,0.835236925914887
2021-09-02T09-46-00,G1,1,3.56652048536298,0.0427426927033389,1.12942868529327,0.0242279297373984,3.60926317806632,0.842992284300255
2021-09-02T09-48-00,G1,1,3.60029775270287,0.110731394781934,1.12821727995166,0.0255249605923974,3.71102914748481,0.869830632458949
2021-09-02T09-50-00,G1,1,3.59101106612903,0.0532631101841371,1.13425561304394,0.023662495130357,3.64427417631317,0.847167310914418
2021-09-02T09-52-00,G1,1,3.56994508211683,0.123281883925932,1.14063557947549,0.0261006808288413,3.69322696604276,0.869148797352759
2021-09-02T09-54-00,G1,1,3.5907819034405,0.157189319699102,1.12981910299705,0.0274016730293163,3.7479712231396,0.886602609774503
2021-09-02T09-56-00,G1,1,3.58847187520654,0.0928562699150804,1.14044391621009,0.0264565080935461,3.68132814512162,0.868548169492055
2021-09-02T09-58-00,G1,1,3.59384345937797,0.135451513385487,1.14693560772357,0.0287923103189709,3.72929497276346,0.889820546147546
2021-09-02T10-00-00,G1,1,3.59943738141405,0.155296227740419,1.16103725109835,0.0297116093574405,3.75473360915447,0.899504768618096
2021-09-02T10-02-00,G1,1,3.59205401199824,0.107225177843476,1.15704886787757,0.0321015299430785,3.69927918984172,0.900363487683736
2021-09-02T10-04-00,G1,1,3.5833188462372,0.199851588038076,1.15155436658213,0.0332560142013826,3.78317043427527,0.922914157861968
2021-09-02T10-06-00,G1,1,3.5988267538104,0.10946274494934,1.15599144330568,0.0297495826358553,3.70828949875974,0.890405812931224
2021-09-02T10-08-00,G1,1,3.57758296639572,0.0971685053467334,1.17666555897719,0.0343281925670468,3.67475147174245,0.906591257183724
2021-09-02T10-10-00,G1,1,3.57580968457367,0.0783532325497904,1.17441841704651,0.0331995692720703,3.65416291712346,0.896830429785044
2021-09-02T10-12-00,G1,1,3.60144264119736,0.236444764349412,1.16841819585659,0.0331474681891079,3.83788740554677,0.933314822054893
2021-09-02T10-14-00,G1,1,3.59780707263158,0.0630169823041793,1.18312034606822,0.0363224086963803,3.66082405493576,0.913776854469053
2021-09-02T10-16-00,G1,1,3.59210240930329,0.177982758518145,1.16061905777155,0.0363730846856454,3.77008516782143,0.935882456992513
2021-09-02T10-18-00,G1,1,3.59508423882923,0.221385980346933,1.17476041999672,0.0382984725870926,3.81647021917616,0.954786406770696
2021-09-02T10-20-00,G1,1,3.60806001508315,0.181242254050245,1.15782971908558,0.0391772251047852,3.78930226913339,0.953746579350605
2021-09-02T10-22-00,G1,1,3.6036179364905,0.157247777682633,1.1707957603603,0.0398881610760093,3.76086571417314,0.951613948214674
2021-09-02T10-24-00,G1,1,3.60066952294859,0.156347002545174,1.17447510865764,0.0382936751812578,3.75701652549377,0.942871681005042
2021-09-02T10-26-00,G1,1,3.6089938792173,0.190175481407823,1.1676231983473,0.0398734151102032,3.79916936062512,0.95920094767604
2021-09-02T10-28-00,G1,1,3.61857182257301,0.265606048774322,1.18865990947246,0.0411656134823773,3.88417787134734,0.982663641681353
2021-09-02T10-30-00,G1,1,3.6032959080822,0.255933732264667,1.18609965908598,0.0429090673731789,3.85922964034686,0.986391264935267
2021-09-02T10-32-00,G1,1,3.60771760182526,0.243001755271588,1.19345530425162,0.0429652254079474,3.85071935709685,0.984969998459106
2021-09-02T10-34-00,G1,1,3.60381381168734,0.186176899996922,1.20705627316236,0.0439907435215907,3.78999071168426,0.977951859944805
2021-09-02T10-36-00,G1,1,3.61033847555724,0.330683641614504,1.20310702689886,0.0453384496766097,3.94102211717174,1.0148966718174
2021-09-02T10-38-00,G1,1,3.60595064399501,0.156292825992985,1.19942538932697,0.0467270960440118,3.762243469988,0.986084174217659
2021-09-02T10-40-00,G1,1,3.60995681521317,0.254290935022117,1.22439814530556,0.0483002547178235,3.86424775023529,1.01435082363618
2021-09-02T10-42-00,G1,1,3.60139638322112,0.205864249279334,1.2248181592191,0.0471343788654088,3.80726063250045,0.997124020827135
2021-09-02T10-44-00,G1,1,3.60647497940326,0.234736712888646,1.22391177346152,0.0511909826520552,3.8412116922919,1.02419725171866
2021-09-02T10-46-00,G1,1,3.63770222759326,0.321575888344893,1.21851703551308,0.0527197161812863,3.95927811593815,1.05545420409406
2021-09-02T10-48-00,G1,1,3.62936183877635,0.284345645520089,1.21541024330852,0.0513572536880749,3.91370748429644,1.03952776529966
2021-09-02T10-50-00,G1,1,3.60222415400606,0.226974928222488,1.21759881454967,0.0533193893761543,3.82919908222854,1.03243676332648
2021-09-02T10-52-00,G1,1,3.62800019966797,0.297216228069369,1.22272571121436,0.0530369966698379,3.92521642773734,1.05022826889666
2021-09-02T10-54-00,G1,1,3.61790902636374,0.362321324677765,1.23622646486212,0.0540558544465655,3.9802303510415,1.06632534244113
2021-09-02T10-56-00,G1,1,3.61431091094097,0.208530294781855,1.232508636675,0.0551892668351882,3.82284120572282,1.04051457532051
2021-09-02T10-58-00,G1,1,3.63504362841832,0.229124421505462,1.24432731868908,0.0539357675147515,3.86416804992378,1.04251244755851
2021-09-02T11-00-00,G1,1,3.60087648895763,0.401103577151884,1.22487245976834,0.0559589263903549,4.00198006610951,1.08019064517368
2021-09-02T11-02-00,G1,1,3.62600974232623,0.241778361029804,1.23749413320564,0.0562668281796214,3.86778810335603,1.05489176156931
2021-09-02T11-04-00,G1,1,3.63143270397961,0.257682731561393,1.24468464036485,0.0575319866226768,3.88911543554101,1.06548302022159
2021-09-02T11-06-00,G1,1,3.6235854754648,0.239857714964114,1.24346008421516,0.058744246959549,3.86344319042892,1.06640987288353
2021-09-02T11-08-00,G1,1,3.64451362745437,0.323047803773389,1.23018594922656,0.0606332603180711,3.96756143122776,1.09667858783591
2021-09-02T11-10-00,G1,1,3.63903788192962,0.361271579794081,1.26604118967452,0.0615380711104096,4.0003094617237,1.10775224789679
2021-09-02T11-12-00,G1,1,3.63816710297983,0.330055574546558,1.24312113426272,0.0612143218698458,3.96822267752638,1.09971614485451
2021-09-02T11-14-00,G1,1,3.64099685010828,0.332641454617613,1.26787190174795,0.061477890261994,3.97363830472589,1.10211711225515
2021-09-02T11-16-00,G1,1,3.64001685391521,0.329820568968348,1.23817776409298,0.062211030223838,3.96983742288356,1.1050226356959
2021-09-02T11-18-00,G1,1,3.62452093320709,0.339547028635192,1.26287906411123,0.0633347896656865,3.96406796184228,1.10948754069689
2021-09-02T11-20-00,G1,1,3.64503898799137,0.432217054891621,1.26297383727156,0.0646108668070809,4.07725604288299,1.138505542612
2021-09-02T11-22-00,G1,1,3.63655335577441,0.375158633139419,1.25691110513267,0.0662030639234072,4.01171198891383,1.1333577173998
2021-09-02T11-24-00,G1,1,3.65152916006493,0.388306125604822,1.25381460065797,0.0662055333265412,4.03983528566975,1.13899472376666
2021-09-02T11-26-00,G1,1,3.63977885297679,0.337056248935861,1.2586518981362,0.0664393598347767,3.97683510191265,1.12756381955641
2021-09-02T11-28-00,G1,1,3.65867041695041,0.310834265908213,1.26353873716847,0.068891175940818,3.96950468285862,1.13835681627581
2021-09-02T11-30-00,G1,1,3.65053265620768,0.361231748094508,1.27221976342947,0.066622050989764,4.01176440430219,1.13546313580926
2021-09-02T11-32-00,G1,1,3.63864245031738,0.45270403229187,1.26409698146169,0.0696881466037024,4.09134648260925,1.16671002954036
2021-09-02T11-34-00,G1,1,3.67028201888375,0.446837152335317,1.26401831972272,0.0700551566084771,4.11711917121907,1.1736996172862
2021-09-02T11-36-00,G1,1,3.66535589082224,0.413266889064322,1.28543755161289,0.0695049922742181,4.07862277988656,1.1632495173484
2021-09-02T11-38-00,G1,1,3.63491515986133,0.344552302278573,1.26402921372593,0.0735446568660005,3.97946746213991,1.16361677675798
2021-09-02T11-40-00,G1,1,3.66450098758302,0.457697303511742,1.29808340327241,0.0746040712202632,4.12219829109476,1.19746001432027
2021-09-02T11-42-00,G1,1,3.6731608973244,0.504508097507592,1.29568182628087,0.0743788618228786,4.177668994832,1.20742810808079
2021-09-02T11-44-00,G1,1,3.64262494896409,0.468401922584372,1.28611798787225,0.0743239793895503,4.11102687154846,1.19382527125744
2021-09-02T11-46-00,G1,1,3.66358585722378,0.411018122597624,1.29249840789293,0.0754336751301722,4.0746039798214,1.19208917161514
2021-09-02T11-48-00,G1,1,3.6585837261054,0.359790688742081,1.29352300212782,0.0751796429574513,4.01837441484748,1.17957309775675
2021-09-02T11-50-00,G1,1,3.64705422957792,0.435832414768918,1.30700191019467,0.0763970345620947,4.08288664434683,1.19856250167984
2021-09-02T11-52-00,G1,1,3.65404539825671,0.383404385827363,1.30055842792518,0.076154772339819,4.03744978408407,1.18826381851591
2021-09-02T11-54-00,G1,1,3.65297326728891,0.458877938519191,1.31791712770099,0.0772057724291217,4.1118512058081,1.20839910330723
2021-09-02T11-56-00,G1,1,3.67135518497254,0.345949025991332,1.32356225917636,0.0773256649925066,4.01730421096387,1.19008916715531
2021-09-02T11-58-00,G1,1,3.68065029645273,0.468352843308137,1.32285260943367,0.0792551401849106,4.14900313976086,1.22607632887673
2021-09-02T12-00-00,G1,1,3.66316047452326,0.496185746253067,1.30280171735934,0.0801824885357331,4.15934622077632,1.23278168683393
2021-09-02T12-02-00,G1,1,3.67135725083771,0.480419203147091,1.32841417897068,0.082157443545059,4.1517764539848,1.24114250852226
2021-09-02T12-04-00,G1,1,3.67421357034599,0.358455177780233,1.32703014082074,0.081855310740605,4.03266874812622,1.21581030332827
2021-09-02T12-06-00,G1,1,3.65991720745586,0.433291372679711,1.31611892030039,0.0825727526641717,4.09320858013557,1.23150547934797
2021-09-02T12-08-00,G1,1,3.6779473969861,0.443109252394309,1.3290081509921,0.0841836377896604,4.12105664938041,1.24512951882438
2021-09-02T12-10-00,G1,1,3.67434371443243,0.553596756221646,1.32570324395301,0.0848313851763059,4.22794047065407,1.26974502001234
2021-09-02T12-12-00,G1,1,3.66631763431347,0.437194879793804,1.3311084811354,0.0844060922067077,4.10351251410728,1.24273296385499
2021-09-02T12-14-00,G1,1,3.67031445383725,0.482446917633611,1.32236057845987,0.0874069951075749,4.15276137147086,1.26758724983205
2021-09-02T12-16-00,G1,1,3.68489278445601,0.429679819830613,1.34306399412882,0.0884679777519877,4.11457260428663,1.26525440961726
2021-09-02T12-18-00,G1,1,3.67916699457559,0.446656571115618,1.36071479089001,0.0877509374450577,4.12582356569121,1.26391940036353
2021-09-02T12-20-00,G1,1,3.67616320308259,0.44172095201766,1.34751976765825,0.0868061948156249,4.11788415510025,1.25760780509817
2021-09-02T12-22-00,G1,1,3.6698287551621,0.514385883548111,1.32501181120365,0.0860411071853974,4.18421463871021,1.26704846366903
2021-09-02T12-24-00,G1,1,3.66234603916792,0.584646903652707,1.34174158282167,0.0881454890911941,4.24699294282063,1.2901260340201
2021-09-02T12-26-00,G1,1,3.68338929663135,0.555290626276857,1.34713026214879,0.0895424287265891,4.23867992290821,1.29544812821459
2021-09-02T12-28-00,G1,1,3.67903279017546,0.446518455347268,1.34869165535473,0.0909900144886514,4.12555124552273,1.2800603215478
2021-09-02T12-30-00,G1,1,3.69594155271717,0.60309486234217,1.36713188891487,0.091494915426216,4.29903641505934,1.31728186014295
2021-09-02T12-32-00,G1,1,3.69770299961143,0.470598856382194,1.36502318733319,0.0927694895470847,4.16830185599362,1.29750781893415
2021-09-02T12-34-00,G1,1,3.6801512984816,0.497545867270738,1.37149316439375,0.0917775185155851,4.17769716575234,1.29442702572839
2021-09-02T12-36-00,G1,1,3.67782702840367,0.566062294825682,1.36029259065036,0.0947195091295019,4.24388932322935,1.32237541029338
2021-09-02T12-38-00,G1,1,3.70816240718275,0.494983387434564,1.36340211758734,0.095086869310702,4.20314579461731,1.31606350547697
2021-09-02T12-40-00,G1,1,3.68416048029907,0.425751169553128,1.39049826472378,0.0938368507066557,4.1099116498522,1.29116658350372
2021-09-02T12-42-00,G1,1,3.67679049460806,0.532105285627953,1.37487170289493,0.0962675069997493,4.20889578023601,1.32311669104595
2021-09-02T12-44-00,G1,1,3.70678827673292,0.570430468566649,1.3652259626863,0.0972656676036785,4.27721874529957,1.34177208707831
2021-09-02T12-46-00,G1,1,3.6901598602705,0.594378528725404,1.37436681982115,0.0977574456704052,4.2845383889959,1.34569490615121
2021-09-02T12-48-00,G1,1,3.72497333698095,0.630316889727573,1.38925722454151,0.0952477092495613,4.35529022670853,1.34729659158951
2021-09-02T12-50-00,G1,1,3.70155321884179,0.621450474612252,1.38578888119127,0.0994078069348441,4.32300369345404,1.36163977336503
2021-09-02T12-52-00,G1,1,3.69098609804978,0.4896812869739,1.38881432526706,0.0982730730999954,4.18066738502368,1.32749884250471
2021-09-02T12-54-00,G1,1,3.69848557709776,0.565498885317728,1.37885470601661,0.099965704058032,4.26398446241549,1.35262541277326
2021-09-02T12-56-00,G1,1,3.69319651081732,0.630550905388678,1.3943888600062,0.101150696129906,4.323747416206,1.37050296389073
2021-09-02T12-58-00,G1,1,3.69723669631972,0.591448079886918,1.37987480857538,0.101715766418335,4.28868477620664,1.366315787333
2021-09-02T13-00-00,G1,1,3.69248370293256,0.531754522498353,1.40183426374327,0.102885945792572,4.22423822543091,1.35927737404904
2021-09-02T13-02-00,G1,1,3.72528168537092,0.538849424000339,1.40632403888865,0.100830338284411,4.26413110937126,1.35697791329631
2021-09-02T13-04-00,G1,1,3.71413578589165,0.661871744211448,1.40934765283274,0.103280021420086,4.3760075301031,1.39160161312105
2021-09-02T13-06-00,G1,1,3.71015615886483,0.53146943629501,1.41033850914592,0.103552835316269,4.24162559515984,1.36608929561331
2021-09-02T13-08-00,G1,1,3.70686342067152,0.609775222354211,1.39810269467699,0.105619241652789,4.31663864302573,1.39142393686909
2021-09-02T13-10-00,G1,1,3.7034130829136,0.758143064238834,1.39962960467237,0.104913644137903,4.46155614715243,1.41687945012
2021-09-02T13-12-00,G1,1,3.71027425766843,0.632604736484246,1.40543013937827,0.106746599248418,4.34287899415268,1.40230879507263
2021-09-02T13-14-00,G1,1,3.71934837641988,0.65783245111548,1.39842638794409,0.108257735151527,4.37718082753536,1.41672484126471
2021-09-02T13-16-00,G1,1,3.71468132123926,0.659185651946739,1.41403911489864,0.107416042338085,4.373866973186,1.41185360632762
2021-09-02T13-18-00,G1,1,3.71159510705124,0.648685640798918,1.42112029462034,0.107885763126295,4.36028074785016,1.41148496520151
2021-09-02T13-20-00,G1,1,3.71064461378239,0.603445005424817,1.40847820022559,0.108882477612876,4.3140896192072,1.40723031190582
2021-09-02T13-22-00,G1,1,3.72019388598627,0.61100016213782,1.40844150358942,0.109808195107724,4.33119404812409,1.41527978516344
2021-09-02T13-24-00,G1,1,3.72896390910944,0.599312413651678,1.41633214402509,0.107498577137606,4.32827632276112,1.40314815024025
2021-09-02T13-26-00,G1,1,3.71814632996075,0.641502347622654,1.42746651396389,0.107500508625263,4.35964867758341,1.409432278643
2021-09-02T13-28-00,G1,1,3.72217929443447,0.661983782833311,1.41414021768123,0.108445063863166,4.38416307726778,1.41905793476939
2021-09-02T13-30-00,G1,1,3.71946938482655,0.645881953207143,1.43486191782563,0.112145721511359,4.36535133803369,1.43379887516353
2021-09-02T13-32-00,G1,1,3.73907081518439,0.656987931390152,1.44124951624627,0.111391807081323,4.39605874657454,1.43617078472152
2021-09-02T13-34-00,G1,1,3.74489592401955,0.627192281976945,1.4314901582034,0.112958639299406,4.37208820599649,1.43921083769633
2021-09-02T13-36-00,G1,1,3.73699043927,0.590910334474193,1.45151858247051,0.113252722987957,4.32790077374419,1.43184376968862
2021-09-02T13-38-00,G1,1,3.73754553260395,0.721309664355753,1.42996218311175,0.113352337783414,4.4588551969597,1.45853272830901
2021-09-02T13-40-00,G1,1,3.73402437387034,0.624996608812643,1.42827370814313,0.116773984500957,4.35902098268299,1.45567411904138
2021-09-02T13-42-00,G1,1,3.71686685221002,0.594387828117286,1.43329565019053,0.114206840396832,4.31125468032731,1.43328513804962
2021-09-02T13-44-00,G1,1,3.75135638050509,0.673631817893215,1.43952441769757,0.116380673579561,4.4249881983983,1.46690100757746
2021-09-02T13-46-00,G1,1,3.72937465692048,0.636537127184296,1.46258632618813,0.117298906617478,4.36591178410477,1.45967688990834
2021-09-02T13-48-00,G1,1,3.73189629184638,0.734017948157522,1.44804289843607,0.11769548324783,4.4659142400039,1.48166026423993
2021-09-02T13-50-00,G1,1,3.76220102303818,0.742445886850006,1.46347818688708,0.118711186987141,4.50464690988819,1.49448531691334
2021-09-02T13-52-00,G1,1,3.72432433140306,0.660815862635344,1.45600268808884,0.119469550396998,4.3851401940384,1.47437579079267
2021-09-02T13-54-00,G1,1,3.7549078117039,0.685338277399069,1.45999594589202,0.11744245612293,4.44024608910297,1.47526149843525
2021-09-02T13-56-00,G1,1,3.73790675549054,0.710797091832154,1.44686652936362,0.118868015400757,4.44870384732269,1.48408084646832
2021-09-02T13-58-00,G1,1,3.75182058674552,0.743960784547891,1.46591326010832,0.120069126485309,4.49578137129341,1.49950190668523
2021-09-02T14-00-00,G1,1,3.74860087399788,0.734591574428737,1.46255827843946,0.120726875176252,4.48319244842662,1.50027286556659
2021-09-02T14-02-00,G1,1,3.73256895117329,0.706252615713011,1.46225231656769,0.123961518201659,4.43882156688631,1.50757190438556
2021-09-02T14-04-00,G1,1,3.73617888632244,0.715163626877674,1.46863960256976,0.122572059391948,4.45134251320012,1.50312879959976
2021-09-02T14-06-00,G1,1,3.76040608764192,0.713029616177709,1.48020620671631,0.123224352709313,4.47343570381963,1.51080890431049
2021-09-02T14-08-00,G1,1,3.74796412674433,0.71139086198454,1.48803367039481,0.120495301547008,4.45935498872888,1.49434750548082
2021-09-02T14-10-00,G1,1,3.73870810427829,0.729589543861973,1.47033102741259,0.124547863978393,4.46829764814026,1.51639884952002
2021-09-02T14-12-00,G1,1,3.75561106345111,0.662061196816157,1.47568022829867,0.1260155885953,4.41767226026727,1.51361239502995
2021-09-02T14-14-00,G1,1,3.76533767696453,0.841301087014001,1.48694811566487,0.126714453174435,4.60663876397853,1.55490001866788
2021-09-02T14-16-00,G1,1,3.74032527711791,0.695541480561566,1.48498689505101,0.12506467336113,4.43586675767947,1.51249671834155
2021-09-02T14-18-00,G1,1,3.78141419749804,0.70245047170168,1.49525658328358,0.126158415763639,4.48386466919972,1.52756501265814
2021-09-02T14-20-00,G1,1,3.75169068403807,0.70000614929888,1.47695743727014,0.126710626093899,4.45169683333695,1.52389249713688
2021-09-02T14-22-00,G1,1,3.76328523521254,0.753991407295964,1.48605727432573,0.127632613689773,4.5172766425085,1.54161839695057
2021-09-02T14-24-00,G1,1,3.76106218898965,0.734496496288955,1.49126823044295,0.127751011401957,4.49555868527861,1.53786679406551
2021-09-02T14-26-00,G1,1,3.75943806239205,0.856149733447222,1.50529900028002,0.127535650509927,4.61558779583928,1.56079581171749
2021-09-02T14-28-00,G1,1,3.76489636421827,0.753857675282059,1.4942789167716,0.129768667948536,4.51875403950033,1.55259414764275
2021-09-02T14-30-00,G1,1,3.75842416369758,0.793343780506105,1.49714828353515,0.129965490201373,4.55176794420369,1.5601810398476
2021-09-02T14-32-00,G1,1,3.76988474951122,0.75142929884843,1.49987325067894,0.129553737649172,4.52131404835965,1.55203149791779
2021-09-02T14-34-00,G1,1,3.78360014215096,0.83156219572422,1.50856143603463,0.129906701209252,4.61516233787518,1.5725659736213
2021-09-02T14-36-00,G1,1,3.76779342736104,0.710853984660523,1.52300811434182,0.131356921081597,4.47864741202157,1.5525140878123
2021-09-02T14-38-00,G1,1,3.77488940218444,0.771928491008795,1.51704614081083,0.131837597798052,4.54681789319324,1.56855156762891
2021-09-02T14-40-00,G1,1,3.7747189702589,0.808660936023917,1.50082733291829,0.132178246016749,4.58337990628282,1.57756721134031
2021-09-02T14-42-00,G1,1,3.76301294601561,0.85209741359416,1.51419058129532,0.132958744268029,4.61511035960977,1.5878157932621
2021-09-02T14-44-00,G1,1,3.76629112607688,0.778794366299056,1.5151736766611,0.134336397910397,4.54508549237594,1.58069908802717
2021-09-02T14-46-00,G1,1,3.78504816657988,0.697993221552395,1.5131301802531,0.135053030033111,4.48304138813227,1.57187342779201
2021-09-02T14-48-00,G1,1,3.77697829863442,0.829693429200609,1.5185907864186,0.1345301999759,4.60667172783503,1.59398534544651
2021-09-02T14-50-00,G1,1,3.79629248993057,0.853671912574646,1.52075394382029,0.136678084432474,4.64996440250521,1.61338330266341
2021-09-02T14-52-00,G1,1,3.80070425953746,0.807790323964632,1.52696825391005,0.135278154662411,4.60849458350209,1.59808969001247
2021-09-02T14-54-00,G1,1,3.78770064244569,0.732561309557494,1.53036753531377,0.133716540215525,4.52026195200319,1.57263509147826
2021-09-02T14-56-00,G1,1,3.77908541689618,0.858087677869634,1.5378941726108,0.136325826734406,4.63717309476582,1.60906375262519
2021-09-02T14-58-00,G1,1,3.7954382845331,0.772904139512568,1.51977518270406,0.1359020560074,4.56834242404566,1.59317876484613
2021-09-02T15-00-00,G1,1,3.78977165166568,0.711607704020343,1.51663555860508,0.138136886613641,4.50137935568602,1.59096030420541
2021-09-02T15-02-00,G1,1,3.78766166712237,0.668906549168775,1.53726091759024,0.138844256354623,4.45656821629115,1.58553492503135
2021-09-02T15-04-00,G1,1,3.8026519359274,0.748965018116433,1.52319220597036,0.140037307506861,4.55161695404383,1.61050992834307
2021-09-02T15-06-00,G1,1,3.78738876441306,0.878067484792905,1.53327675715281,0.141681893584215,4.66545624920597,1.64150071776227
2021-09-02T15-08-00,G1,1,3.79075113705009,0.767334985919717,1.55478671447622,0.140782270818932,4.55808612296981,1.61552857868862
2021-09-02T15-10-00,G1,1,3.79577037746569,0.776861318191576,1.55987906299874,0.140311659683402,4.57263169565727,1.61608463754847
2021-09-02T15-12-00,G1,1,3.81187659488484,0.816245724703631,1.56045126541734,0.142855028718933,4.62812231958847,1.63989960751236
2021-09-02T15-14-00,G1,1,3.81117829878373,0.858446004787412,1.52276925430373,0.140030730527696,4.66962430357114,1.63407851335271
2021-09-02T15-16-00,G1,1,3.81018959165939,0.767501021934456,1.55695006204871,0.141634812000677,4.57769061359385,1.62371218272215
2021-09-02T15-18-00,G1,1,3.81076151562478,0.779372008424379,1.55792729402279,0.142945890273112,4.59013352404915,1.63275615617539
2021-09-02T15-20-00,G1,1,3.82031986164234,0.825943836944122,1.57038265268848,0.143056317820483,4.64626369858646,1.64453432881971
2021-09-02T15-22-00,G1,1,3.81610197580323,0.821140276639757,1.5580882479646,0.143100675934258,4.63724225244299,1.64295183015989
2021-09-02T15-24-00,G1,1,3.79602986680389,0.870552506281529,1.56784758529166,0.144873481513256,4.66658237308542,1.65768388218336
2021-09-02T15-26-00,G1,1,3.79767554569239,0.874865208215118,1.56394404118644,0.144818599902824,4.67254075390751,1.65860115029562
2021-09-02T15-28-00,G1,1,3.78528748829769,0.824312562539513,1.55495104453331,0.145043138359445,4.60960005083721,1.64713570196467
2021-09-02T15-30-00,G1,1,3.80018529662954,0.790205728227883,1.56405388501701,0.145146762993261,4.59039102485742,1.64381201993779
2021-09-02T15-32-00,G1,1,3.80018845698945,0.854698281259281,1.57321746989213,0.146413635835368,4.65488673824873,1.66304552682659
2021-09-02T15-34-00,G1,1,3.81092448132497,0.860197709683298,1.57990898099885,0.145276886591114,4.67112219100826,1.66060887115722
2021-09-02T15-36-00,G1,1,3.81808577313168,0.91089249491396,1.5756665842465,0.146855074717051,4.72897826804564,1.68007102719438
2021-09-02T15-38-00,G1,1,3.80087381721368,0.952220018711162,1.56946487895675,0.146733121660023,4.75309383592485,1.68428437548509
2021-09-02T15-40-00,G1,1,3.81986804668007,0.774778784389676,1.5684895196006,0.148211747881559,4.59464683106974,1.65998810562175
2021-09-02T15-42-00,G1,1,3.82633023019047,0.873811999574157,1.57702216389945,0.148395657804725,4.70014222976463,1.68200673497655
2021-09-02T15-44-00,G1,1,3.82484401340156,0.887194487427879,1.57057505995157,0.151024573799773,4.71203850082944,1.69753056916475
2021-09-02T15-46-00,G1,1,3.81867336088386,0.87336042338861,1.58356512597097,0.149177271439385,4.69203378427247,1.68429311405142
2021-09-02T15-48-00,G1,1,3.81561237187001,0.935335193161548,1.57385429423389,0.148815331425725,4.75094756503156,1.69426617013494
2021-09-02T15-50-00,G1,1,3.81682721673434,0.884361023707348,1.57965872916169,0.151825925385602,4.70118824044169,1.69936727501635
2021-09-02T15-52-00,G1,1,3.82950055229615,0.843115835660555,1.59700079241126,0.150729005453293,4.6726163879567,1.6881683048578
2021-09-02T15-54-00,G1,1,3.81807439637395,0.800952436535999,1.5963106602664,0.150904248375905,4.61902683290995,1.67832660846152
